#TimeHarp 260  Histogram Data			11/12/2020 01:23:02 PM
#channels per curve
32768
#display curve no.
0	1	
#memory block no.
0	1	
#ns/bin
2.0000	2.0000	
#counts
23	0	
37	0	
25	0	
29	0	
20	0	
23	0	
28	0	
20	0	
19	0	
17	0	
21	0	
16	0	
22	0	
21	0	
26	0	
22	0	
22	0	
19	0	
19	0	
22	0	
29	0	
20	0	
20	0	
24	0	
22	0	
23	0	
22	0	
24	0	
29	0	
21	0	
30	0	
16	0	
25	0	
21	0	
17	0	
21	0	
24	0	
29	0	
18	0	
22	0	
17	0	
17	0	
18	0	
34	0	
25	0	
21	0	
16	0	
21	0	
21	0	
24	0	
23	0	
26	0	
22	0	
22	0	
25	0	
22	0	
11	0	
21	0	
27	0	
21	0	
18	0	
24	0	
20	0	
24	0	
23	0	
27	0	
23	0	
19	0	
22	0	
25	0	
22	0	
18	0	
29	0	
14	0	
17	0	
30	0	
31	0	
26	0	
20	0	
21	0	
13	0	
23	0	
24	0	
27	0	
30	0	
21	0	
21	0	
15	0	
25	0	
26	0	
23	0	
27	0	
27	0	
21	0	
18	0	
28	0	
27	0	
16	0	
26	0	
21	0	
24	0	
23	0	
35	0	
21	0	
16	0	
13	0	
24	0	
24	0	
27	0	
31	0	
19	0	
24	0	
24	0	
22	0	
23	0	
24	0	
17	0	
18	0	
30	0	
22	0	
22	0	
26	0	
21	0	
19	0	
27	0	
26	0	
25	0	
15	0	
26	0	
21	0	
24	0	
29	0	
23	0	
22	0	
24	0	
26	0	
18	0	
26	0	
24	0	
16	0	
23	0	
28	0	
20	0	
23	0	
23	0	
27	0	
29	0	
19	0	
23	0	
24	0	
19	0	
21	0	
26	0	
18	0	
27	0	
19	0	
24	0	
23	0	
24	0	
21	0	
22	0	
27	0	
20	0	
28	0	
28	0	
17	0	
20	0	
23	0	
34	0	
32	0	
25	0	
24	0	
26	0	
23	0	
29	0	
27	0	
23	0	
21	0	
31	0	
24	0	
23	0	
23	0	
21	0	
21	0	
21	0	
27	0	
20	0	
26	0	
25	0	
22	0	
22	0	
22	0	
14	0	
25	0	
28	0	
16	0	
11	0	
21	0	
23	0	
31	0	
9	0	
26	0	
25	0	
21	0	
34	0	
22	0	
20	0	
18	0	
24	0	
27	0	
23	0	
22	0	
24	0	
