#TimeHarp 260  Histogram Data			3/4/2021 9:46			NE = 10^8
#channels per curve						
32768						
#display curve no.						
0	1					
#memory block no.						
0	1					
#ns/bin						
2	2					
Nj		Nj'				
8	0	8	0			
13	0	13	0			
4	0	4	0			
14	0	14	0			
6	0	6	0			
15	0	15	0			
12	0	12	0			
18	0	18	0			
7	0	7	0			
11	0	11	0			
12	0	12	0			
18	0	18.0000216		0.00012		
11	0	11.0000143		0.00013		
14	0	14.00001792		0.000128		
12	0	12.00001656		0.000138		
15	0	15.0000204		0.000136		
12	0	12.0000174		0.000145		
10	0	10.0000142		0.000142		
18	0	18.0000252		0.00014		
11	0	11.0000154		0.00014		
12	0	12.00001728		0.000144		
14	0	14.0000203		0.000145		
12	0	12.00001764		0.000147		
18	0	18.00002538		0.000141		
15	0	15.0000222		0.000148		
15	0	15.00002235		0.000149		
8	0	8.00001216		0.000152		
14	0	14.0000203		0.000145		
14	0	14.00002058		0.000147		
17	0	17.00002567		0.000151		
6	0	6.000009		0.00015		
9	0	9.00001305		0.000145		
9	0	9.00001278		0.000142		
10	0	10.0000137		0.000137		
9	0	9.00001215		0.000135		
12	0	12.00001512		0.000126		
16	0	16.00001968		0.000123		
11	0	11.00001364		0.000124		
15	0	15.00001905		0.000127		
8	0	8.00001024		0.000128		
10	0	10.0000122		0.000122		
7	0	7.00000805		0.000115		
14	0	14.00001624		0.000116		
11	0	11.00001331		0.000121		
14	0	14.00001722		0.000123		
14	0	14.00001778		0.000127		
12	0	12.00001584		0.000132		
10	0	10.0000132		0.000132		
8	0	8.00001008		0.000126		
8	0	8.00000984		0.000123		
13	0	13.00001508		0.000116		
10	0	10.0000121		0.000121		
16	0	16.00001936		0.000121		
7	0	7.0000091		0.00013		
13	0	13.00001599		0.000123		
24	0	24.00003		0.000125		
9	0	9.00001215		0.000135		
8	0	8.0000104		0.00013		
6	0	6.00000756		0.000126		
12	0	12.00001464		0.000122		
7	0	7.00000882		0.000126		
10	0	10.0000125		0.000125		
15	0	15.0000183		0.000122		
8	0	8.00001016		0.000127		
10	0	10.0000119		0.000119		
14	0	14.00001708		0.000122		
17	0	17.00002091		0.000123		
6	0	6.00000696		0.000116		
15	0	15.00001695		0.000113		
14	0	14.0000168		0.00012		
10	0	10.0000128		0.000128		
