freq804	frac804
525	1.076473783
525.0333333	1.116462588
525.0666667	1.170200964
525.1333333	0.905793049
525.1666667	0.955801892
525.2333333	0.882799916
525.2666667	1.027642997
525.3166667	1.103019628
525.35	1.022493465
525.3833333	0.858050325
525.4333333	0.729740286
525.4666667	0.950600806
525.5333333	1.003454622
525.5666667	1.034495623
525.6333333	0.840963756
525.6666667	0.867742046
525.7333333	0.854433398
525.7666667	0.962833149
525.8333333	0.931533926
525.8666667	0.942225977
525.9333333	0.865007417
525.9666667	0.874551711
526.0333333	0.855134353
526.0666667	0.915282171
526.1333333	0.879712548
526.1666667	0.877051633
526.2333333	0.838606738
526.2666667	0.904698203
526.3333333	0.886797621
526.3666667	0.905135508
526.4333333	0.889211619
526.4666667	0.94856261
526.5333333	0.916341743
526.5666667	0.907641309
526.6333333	0.877416582
526.6666667	0.926096776
526.7333333	0.877965588
526.7666667	0.936100534
526.8333333	0.918980048
526.8666667	1.048532813
526.9333333	0.953502308
526.9666667	0.917652303
527.0333333	0.837502847
527.0666667	0.884351514
527.1	0.91673473
527.1033333	0.897220143
527.11	0.871864113
527.12	0.901560185
527.13	0.925798757
527.14	0.997288027
527.15	1.039319098
527.16	1.080827392
527.17	1.015733093
527.18	0.887933168
527.19	0.777876449
527.1966667	0.745173506
527.2	0.769423836
527.2	0.822807212
527.2033333	0.927405979
527.21	0.944328389
527.22	0.947389076
527.23	0.880583994
527.24	0.968255828
527.25	1.017305493
527.26	1.123296221
527.27	1.015932978
527.28	1.094842422
527.29	0.928476857
527.2966667	0.98066861
527.3	0.916103871
527.3	1.091880322
527.3033333	1.065754146
527.31	0.989698267
527.32	0.917284189
527.33	0.918608768
527.34	1.089076502
527.35	1.072353525
527.36	1.066737745
527.37	0.965944937
527.38	0.956656605
527.3883333	0.841789978
527.395	0.51803062
527.3983333	0.362362985
527.4	0.33467888
527.4	0.544861821
527.4	0.640941497
527.4	0.773219846
527.4	0.86063798
527.4016667	0.823039206
527.405	0.657603424
527.4083333	0.463916442
527.41	0.406700876
527.4116667	0.438936666
527.415	0.462046927
527.4216667	0.598217611
527.43	0.811428225
527.44	0.917869373
527.45	0.882675553
527.46	0.85321871
527.47	0.864182551
527.48	0.902238529
527.49	0.777145647
527.4966667	0.835050409
527.5	0.888413887
527.5033333	1.014332992
527.51	1.003707871
527.52	0.925586209
527.53	0.854285066
527.54	0.83328355
527.55	0.863660679
527.56	0.887071219
527.57	0.870261866
527.58	1.129473217
527.59	1.092194169
527.5966667	1.085652224
527.6	0.833175015
527.6033333	0.937957839
527.61	0.992891457
527.62	1.046776807
527.63	1.103680787
527.64	1.085726842
527.65	1.018947989
527.66	0.858933076
527.67	0.918254672
527.68	0.986566581
527.69	0.964446703
527.6966667	0.874050641
527.7033333	0.885139297
527.71	0.977261517
527.72	1.06637777
527.73	1.061064079
527.74	1.151953975
527.75	1.115755754
527.76	0.975004442
527.77	0.810906353
527.7833333	0.64283498
527.7933333	0.764321336
527.8333333	0.804968134
527.8666667	0.93449286
527.9333333	0.842247182
527.9666667	0.810486232
528	0.834006212
528.0066667	0.870821273
528.02	0.823353957
528.04	0.756942767
528.06	0.741046012
528.08	0.708987948
528.0933333	0.716357472
528.1	0.720807406
528.1	0.837249599
528.1	0.957026529
528.1033333	1.034029375
528.11	0.970769317
528.1166667	0.881901337
528.1233333	0.779849524
528.13	0.803745306
528.1366667	0.876111449
528.1433333	0.916370234
528.1466667	0.962287761
528.1533333	0.869009192
528.1566667	0.879078523
528.1633333	0.94266283
528.17	0.917588539
528.1766667	0.991507636
528.1833333	1.064271287
528.19	0.910824097
528.1966667	0.818776043
528.2	0.681806269
528.2	0.903128968
528.2	0.96697602
528.2	1.030571632
528.2033333	0.998313683
528.21	0.93137655
528.2166667	0.969992387
528.2233333	0.986878619
528.23	0.936745865
528.2366667	0.874113501
528.2433333	0.927535317
528.25	0.945288472
528.2566667	0.914615585
528.2633333	0.855132544
528.27	0.848913942
528.2766667	0.887133175
528.2833333	0.890522631
528.29	0.842479627
528.2966667	0.725047505
528.3	0.666161858
528.3	0.748217912
528.3	0.794284223
528.3	0.854264716
528.3	0.888285002
528.3033333	0.929527385
528.31	0.903582101
528.3166667	0.910969263
528.3233333	0.881291732
528.33	0.814554937
528.3366667	0.817683005
528.3433333	0.829036667
528.35	0.891995993
528.3566667	0.883659151
528.3633333	0.814977771
528.37	0.846660033
528.3766667	0.840540922
528.3833333	0.928005182
528.39	0.885704131
528.3966667	0.852240539
528.4	0.845347212
528.4	0.931478301
528.4033333	0.959120801
528.41	0.932814638
528.4166667	0.990308324
528.4233333	1.000125764
528.43	1.041943835
528.44	0.93871487
528.45	0.937561234
528.46	1.024284292
528.47	1.11993842
528.48	1.129606625
528.49	0.903257401
528.4966667	0.812857269
528.5	0.848730789
528.5033333	1.003410756
528.5066667	1.062154855
528.5133333	1.057058234
528.52	1.043532064
528.53	1.012485636
528.54	0.991614362
528.55	0.95379897
528.56	0.907212144
528.57	0.884479495
528.58	0.958821426
528.59	0.892200853
528.5966667	0.877577123
528.6	0.832521996
528.6	1.022817261
528.6033333	1.012139229
528.61	1.138559403
528.62	1.04791552
528.63	1.19486237
528.64	1.041823995
528.65	1.087317331
528.66	0.882712184
