#TimeHarp 260  Histogram Data			11/25/2020 01:56:56 PM
#channels per curve
32768
#display curve no.
0	1	
#memory block no.
0	1	
#ns/bin
4.0000	4.0000	
#counts
158	0	
162	0	
158	0	
157	0	
171	0	
155	0	
165	0	
156	0	
148	0	
164	0	
182	0	
176	0	
174	0	
171	0	
180	0	
191	0	
160	0	
157	0	
147	0	
187	0	
136	0	
159	0	
144	0	
157	0	
164	0	
159	0	
140	0	
176	0	
162	0	
173	0	
159	0	
163	0	
155	0	
137	0	
178	0	
162	0	
165	0	
155	0	
155	0	
167	0	
155	0	
185	0	
173	0	
177	0	
156	0	
176	0	
131	0	
154	0	
172	0	
161	0	
155	0	
167	0	
156	0	
152	0	
155	0	
143	0	
159	0	
178	0	
159	0	
176	0	
179	0	
169	0	
192	0	
144	0	
168	0	
170	0	
176	0	
160	0	
154	0	
156	0	
182	0	
168	0	
162	0	
155	0	
169	0	
141	0	
166	0	
161	0	
147	0	
183	0	
166	0	
155	0	
169	0	
177	0	
146	0	
167	0	
166	0	
182	0	
158	0	
141	0	
192	0	
151	0	
170	0	
175	0	
170	0	
168	0	
152	0	
136	0	
157	0	
170	0	
183	0	
199	0	
165	0	
149	0	
193	0	
170	0	
177	0	
184	0	
158	0	
176	0	
178	0	
182	0	
179	0	
172	0	
158	0	
163	0	
185	0	
145	0	
173	0	
172	0	
145	0	
171	0	
164	0	
166	0	
174	0	
188	0	
145	0	
148	0	
164	0	
137	0	
147	0	
150	0	
190	0	
175	0	
159	0	
145	0	
177	0	
161	0	
173	0	
168	0	
171	0	
166	0	
145	0	
148	0	
171	0	
162	0	
176	0	
169	0	
156	0	
169	0	
183	0	
182	0	
176	0	
177	0	
166	0	
166	0	
161	0	
142	0	
154	0	
164	0	
193	0	
159	0	
149	0	
170	0	
157	0	
167	0	
149	0	
163	0	
157	0	
165	0	
144	0	
179	0	
157	0	
175	0	
172	0	
178	0	
145	0	
164	0	
167	0	
164	0	
158	0	
158	0	
153	0	
160	0	
166	0	
160	0	
158	0	
178	0	
174	0	
154	0	
151	0	
160	0	
158	0	
145	0	
147	0	
159	0	
175	0	
171	0	
187	0	
143	0	
168	0	
180	0	
159	0	
152	0	
175	0	
177	0	
162	0	
175	0	
153	0	
165	0	
186	0	
156	0	
150	0	
