804	2	-9	11	558.9136036434793	-0.045	0.045106671561550404	0.	60	0.1	0.005
804	2	-9	12	558.9992525907583	-0.045	0.005093476161985665	0.	60	0.1	0.005
804	2	-9	13	559.063094453828	-0.045	0.016932933639688712	0.	60	0.1	0.005
804	2	-9	14	559.120180234022	-0.045	0.006003741176591717	0.	60	0.1	0.005
804	2	-9	15	559.1616582429851	-0.045	0.016132477457330565	0.	60	0.1	0.005
804	2	-9	16	559.2043461198336	-0.045	0.007701630386360438	0.	60	0.1	0.005
804	2	-9	17	559.2842300643679	-0.045	0.0003055462139909019	0.	60	0.1	0.005
804	2	-9	18	559.314582731924	-0.045	0.0011360593903894383	0.	60	0.1	0.005
804	2	-9	19	559.346775595448	-0.045	0.0005168063463767104	0.	60	0.1	0.005
804	2	-9	20	559.3805897224229	-0.045	0.0007496285869895102	0.	60	0.1	0.005
804	2	-7	15	558.9188424703898	-0.045	0.	5.9753133209244605e-6	60	0.1	0.005
804	2	-7	16	559.0042030033073	-0.045	0.	0.001088890617933006	60	0.1	0.005
804	2	-7	17	559.0154901603819	-0.045	0.	0.1298747265585911	60	0.1	0.005
804	2	-7	18	559.0641281983117	-0.045	0.	0.03079197732829379	60	0.1	0.005
804	2	-7	19	559.125608165341	-0.045	0.	0.0016850074468357623	60	0.1	0.005
804	2	-7	20	559.1283976669074	-0.045	0.	0.017323811207319885	60	0.1	0.005
804	2	-7	21	559.1639708045986	-0.045	0.	0.00037309722286019126	60	0.1	0.005
804	2	-7	22	559.2039248989313	-0.045	0.	0.03925267264085718	60	0.1	0.005
804	2	-7	23	559.2432898118859	-0.045	0.	0.03640283910829789	60	0.1	0.005
804	2	-7	24	559.2906601651921	-0.045	0.	0.00007000225536426719	60	0.1	0.005
804	2	-7	25	559.3184112222516	-0.045	0.	5.741237092344225e-6	60	0.1	0.005
804	2	-7	26	559.3482769772527	-0.045	0.	0.0011402246569827716	60	0.1	0.005
804	2	-7	27	559.3801108786138	-0.045	0.	0.0012439946125634975	60	0.1	0.005
804	2	-7	28	559.4133717876975	-0.045	0.	0.004032668524686913	60	0.1	0.005
804	2	-5	18	558.9243219591444	-0.045	0.00003425904101827383	0.	60	0.1	0.005
804	2	-5	19	559.0094026551815	-0.045	0.00011518879997563364	0.	60	0.1	0.005
804	2	-5	20	559.0164934276836	-0.045	0.0011438654135923927	0.	60	0.1	0.005
804	2	-5	21	559.0651439968497	-0.045	0.000019798884647303375	0.	60	0.1	0.005
804	2	-5	22	559.1253256710479	-0.045	0.03297512028341374	0.	60	0.1	0.005
804	2	-5	23	559.1313751591952	-0.045	0.00003547680187773825	0.	60	0.1	0.005
804	2	-5	24	559.1366523975157	-0.045	0.0592007082377323	0.	60	0.1	0.005
804	2	-5	25	559.166396277782	-0.045	0.00016829973163647255	0.	60	0.1	0.005
804	2	-5	26	559.2034773228806	-0.045	0.00010842180656394107	0.	60	0.1	0.005
804	2	-5	27	559.2405775642255	-0.045	0.01486746406283402	0.	60	0.1	0.005
804	2	-5	28	559.2726395508507	-0.045	0.026889111114537265	0.	60	0.1	0.005
804	2	-5	29	559.297569199698	-0.045	1.325434902960039e-6	0.	60	0.1	0.005
804	2	-5	30	559.3224785082275	-0.045	3.905284287663944e-6	0.	60	0.1	0.005
804	2	-5	31	559.3498311006697	-0.045	2.0903251923904517e-6	0.	60	0.1	0.005
804	2	-5	32	559.3795746862306	-0.045	0.00014602144552243186	0.	60	0.1	0.005
804	2	-5	33	559.411127951229	-0.045	0.00033685608122261014	0.	60	0.1	0.005
804	2	-5	34	559.4437947674887	-0.045	0.0022708283099102614	0.	60	0.1	0.005
804	2	-9	21	596.3412043787539	-0.092	0.01795855715704499	0.	60	0.1	0.005
804	2	-9	22	596.3998195262975	-0.092	0.00202362229515745	0.	60	0.1	0.005
804	2	-9	23	596.4530334001174	-0.092	0.009160528263868666	0.	60	0.1	0.005
